#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      255.2   280.5    80.4   161.2   179.2   238.7   260.3   272.3   282.3   293.9   311.1   339.9   439.0  4161.5 12203.2   4979.2     5000  1684933759477  1684933764830
read      271.4   267.1    80.4   145.1   167.2   260.0   292.4   309.5   320.8   335.4   352.6   381.2   467.7  2971.1 12928.1   9952.4    10000  1684933766334  1684933771656
read      276.5   199.1    74.4   130.8   153.1   267.0   311.1   333.1   347.4   365.4   387.7   422.4   517.9  1949.0  9201.6  14981.8    15000  1684933773159  1684933778463
read      281.4   303.5    74.4   125.2   145.0   267.8   319.0   345.3   363.5   384.0   408.6   447.6   541.5  1837.0 14616.3  20020.6    20000  1684933779966  1684933785255
read      287.3   223.8    74.4   125.4   143.1   272.4   329.6   359.8   380.4   402.8   431.0   470.9   569.1  1541.1 10151.8  25066.4    25000  1684933786758  1684933792042
read      283.2   184.3    68.9   122.4   140.1   265.4   325.0   359.9   384.2   410.3   440.7   483.7   581.2  1204.4  8173.5  29894.6    30000  1684933793546  1684933798831
read      278.3   173.6    74.4   119.9   136.1   259.1   319.7   355.1   380.1   408.0   440.3   486.4   588.4   910.2  5394.1  34958.0    35000  1684933800334  1684933805607
read      284.7   159.5    74.4   119.8   136.7   266.6   327.4   362.4   387.8   416.0   449.6   498.5   624.6  1312.2  7026.9  40072.0    40000  1684933807110  1684933812394
read      286.2   200.3    68.9   120.8   137.1   265.8   326.9   362.8   389.3   419.3   454.5   503.4   628.6  1177.9  7920.5  44901.5    45000  1684933813897  1684933819166
read      294.7   195.6    74.4   122.8   140.6   274.4   338.1   373.4   399.5   428.9   464.5   516.8   656.3  1434.4  8019.8  49960.8    50000  1684933820669  1684933825951
read      289.5   170.3    68.9   122.3   139.3   269.4   331.5   367.3   393.9   424.5   461.3   514.0   639.1  1255.2  5595.8  54982.2    55000  1684933827454  1684933832734
read      294.0   203.7    74.4   122.4   140.0   273.0   335.8   371.5   397.6   427.5   464.0   518.8   657.0  1672.6  7840.7  59980.2    60000  1684933834237  1684933839515
read      295.2   188.9    68.9   122.8   140.7   274.2   338.1   373.4   399.1   429.4   467.3   526.8   668.8  1438.0  6546.9  65004.0    65000  1684933841018  1684933846284
read      290.6   174.5    68.9   121.2   139.3   270.2   333.4   369.1   394.9   424.9   461.4   515.9   645.6  1405.3  5532.7  70097.2    70000  1684933847787  1684933853067
read      285.1   170.7    74.4   119.9   136.9   265.4   326.8   362.5   388.5   418.4   455.1   507.0   629.1  1134.1  6352.2  74830.0    75000  1684933854570  1684933859848
read      280.6   173.6    68.9   117.9   133.9   257.3   319.4   355.6   382.3   413.8   453.2   509.6   641.2  1580.1  5210.9  80004.6    80000  1684933861352  1684933866630
read      277.9   166.5    68.9   117.6   133.8   257.2   317.7   352.5   378.2   408.8   447.2   502.0   623.5  1032.4  5828.9  85013.2    85000  1684933868133  1684933873408
read      266.4   173.8    68.9   115.7   130.5   243.0   302.4   336.6   362.3   392.7   430.1   483.6   591.4  1215.1  6868.2  90123.6    90000  1684933874913  1684933880192
read      270.8   174.7    59.1   114.3   129.9   245.6   308.0   343.8   370.3   402.3   441.5   499.8   631.2   979.7  6555.7  95071.2    95000  1684933881695  1684933886972
read      268.5   175.3    68.9   115.0   130.1   244.0   303.9   339.5   366.6   398.0   437.0   495.6   613.5   927.8  7903.7 100059.1   100000  1684933888475  1684933893757
read      271.6   168.8    68.9   114.8   130.6   245.8   306.7   342.7   370.3   402.5   444.9   507.6   637.4   935.5  4890.5 104788.6   105000  1684933895260  1684933900539
read      265.4   189.5    68.9   114.0   129.3   239.0   298.1   333.8   361.1   393.8   434.6   494.8   619.5   908.3  6210.8 109875.4   110000  1684933902043  1684933907328
read      262.9   174.1    68.9   113.9   128.9   236.9   294.9   330.5   357.5   390.0   430.6   490.3   605.9   884.5  6029.4 115020.4   115000  1684933908831  1684933914114
read      264.7   170.7    68.9   115.4   130.9   238.5   296.0   331.5   358.9   391.9   432.5   491.6   607.3   908.8  6464.7 119846.9   120000  1684933915617  1684933920892
read      260.8   166.6    68.9   114.6   129.6   234.1   290.8   325.6   352.7   385.4   426.5   486.5   607.3  1020.5  5341.4 124876.8   125000  1684933922395  1684933927677
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 67.29%,1.52%,100.00%
