#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      287.5   336.6    93.8   163.0   183.4   270.6   301.7   318.2   331.2   345.2   366.9   399.6   493.7  3942.6 13433.1   4998.8     5000  1684932056386  1684932061736
read      311.0   257.4    86.8   145.7   168.5   300.3   351.4   377.7   395.5   415.3   437.5   471.9   557.2  3861.2 12284.7   9916.0    10000  1684932063245  1684932068590
read      320.7   196.5    80.4   136.5   158.0   305.7   375.8   410.9   433.7   458.5   488.1   530.8   624.4  1744.8  7912.2  15011.2    15000  1684932070095  1684932075386
read      345.6   269.1    80.4   135.6   159.5   321.8   402.0   444.8   471.7   503.9   540.7   593.3   713.4  1516.4  9931.0  19935.6    20000  1684932076889  1684932082182
read      358.5   255.1    74.4   136.0   159.4   332.2   416.5   462.8   495.5   531.5   574.6   634.8   768.7  1343.1 10783.2  24949.6    25000  1684932083685  1684932088983
read      368.6   229.6    80.4   135.8   159.2   343.1   430.5   478.8   514.3   552.2   599.0   668.3   817.3  1314.0  8899.7  30133.0    30000  1684932090487  1684932095775
read      378.1   216.3    74.4   138.5   163.5   352.3   442.2   492.6   528.7   569.4   618.2   686.7   843.0  1178.0  7725.6  34974.4    35000  1684932097279  1684932102559
read      374.4   247.7    80.4   137.4   162.0   343.3   436.5   487.7   524.7   565.5   614.1   681.9   833.4  1225.2  8785.0  40161.2    40000  1684932104062  1684932109339
read      390.3   243.7    74.4   140.7   168.1   360.6   452.2   505.2   543.6   588.2   639.4   714.9   863.9  1245.9  8287.0  44822.0    45000  1684932110842  1684932116123
read      382.7   216.0    74.4   138.5   163.7   353.5   443.9   497.0   535.6   579.4   630.6   704.3   853.8  1184.7  6974.4  50098.4    50000  1684932117625  1684932122918
read      377.2   259.3    74.4   136.6   160.4   346.6   437.2   491.4   529.1   571.8   623.2   692.1   832.4  1292.1  9984.7  55065.8    55000  1684932124422  1684932129713
read      379.7   235.1    74.4   135.8   159.4   348.9   438.5   494.0   534.0   579.8   633.5   709.4   858.2  1159.4  9148.6  59885.8    60000  1684932131217  1684932136497
read      368.4   233.2    74.4   133.5   155.7   335.7   420.2   473.9   515.2   563.6   622.2   701.0   866.4  1166.2  8502.3  64846.2    65000  1684932138000  1684932143278
read      374.2   250.8    74.4   135.6   158.2   341.9   424.5   475.6   517.7   568.8   632.6   721.6   873.5  1500.0  7889.5  69939.2    70000  1684932144781  1684932150062
read      372.9   240.1    68.9   136.9   160.8   340.7   419.1   470.8   514.7   569.6   633.4   718.0   869.3  1183.4  8324.5  75154.2    75000  1684932151565  1684932156849
read      371.8   225.8    74.4   137.9   162.0   339.1   418.4   470.6   514.0   565.7   628.1   713.0   863.6  1163.9  8041.2  79849.8    80000  1684932158353  1684932163631
read      374.2   251.9    74.4   138.3   163.7   340.9   418.2   468.4   511.9   563.4   627.4   716.2   872.2  1283.4  9992.2  85048.4    85000  1684932165135  1684932170433
read      372.6   234.8    74.4   140.3   166.3   339.5   416.3   466.5   508.2   561.4   624.4   709.5   866.8  1267.5  9333.6  89911.2    90000  1684932171936  1684932177214
read      413.7   259.2    74.4   158.0   192.8   379.1   462.8   513.2   550.7   600.9   669.4   777.1   999.3  1360.7  8886.6  94904.0    95000  1684932178716  1684932184009
read      606.8   345.5    74.4   328.8   396.8   547.1   593.4   632.8   688.3   867.1   990.4  1091.1  1222.2  2539.2 15215.2  99008.6   100000  1684932185512  1684932190785
read      620.8   295.9    74.4   395.3   430.3   552.7   595.5   633.8   703.3   881.4  1000.1  1100.3  1231.1  2445.9 10911.6 101941.6   105000  1684932192289  1684932197575
read      669.6   327.1    63.8   473.2   496.4   584.9   623.8   648.7   691.0   990.4  1088.3  1164.0  1275.1  3164.1 12296.2  97793.2   110000  1684932199079  1684932204361
read      668.4   342.1    86.8   472.2   495.0   585.4   623.3   644.7   687.8   977.9  1089.1  1164.9  1269.8  3397.8 13746.7  97916.6   115000  1684932205865  1684932211151
read      639.4   357.4    74.4   440.2   467.9   560.3   594.0   628.9   680.6   934.7  1035.7  1114.1  1227.5  3262.7 15248.9 102338.4   120000  1684932212654  1684932217940
read      651.8   329.0    80.4   454.3   480.7   569.5   606.6   635.3   689.2   971.0  1060.1  1136.5  1245.4  2310.0 13298.8 100293.2   125000  1684932219452  1684932224725
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 69.72%,2.01%,100.00%
